track_artist,released_year,danceability,energy,valence,tempo,number_of_songs
MARKZ,2019,74.4,76.6,14.5,128.0,1
MARTTE,2019,60.0,78.3,38.0,199.9,1
MASE,2019,86.8,36.5,47.1,115.0,1
MATH,2020,73.1,81.9,19.0,126.0,1
MATTN,2019,57.6,97.7,23.5,128.0,1
MAVI,2019,50.3,74.9,35.3,79.4,1
MAX,2016,62.3,49.3,59.4,81.0,1
MAX,2018,66.2,67.7,34.7,99.0,1
MAX,2019,75.4,76.8,77.6,129.5,4
MAXIFAM,2018,83.7,57.7,82.3,82.0,1
MC Breed,1991,67.2,76.1,73.1,102.2,1
MC Breed,1993,85.5,52.0,40.2,92.4,1
MC Cabelinho,2019,74.7,77.3,69.2,116.2,4
MC Caverinha,2019,89.2,37.5,42.5,118.8,4
MC Davo,2018,81.7,52.3,42.8,116.1,1
MC Davo,2019,77.8,63.7,80.3,120.7,3
MC Eiht,2010,75.6,53.0,52.4,79.9,1
MC Fioti,2017,89.8,69.9,64.0,132.0,1
MC Fioti,2018,75.3,90.5,69.1,128.0,2
MC Gkimpakos,2015,51.5,84.2,67.3,158.7,1
MC Gustta,2017,68.5,64.8,38.9,122.6,1
MC Hammer,1988,95.6,72.2,80.9,115.4,1
MC Hammer,1990,86.7,51.7,86.6,133.2,1
MC Hammer,1994,83.6,79.3,88.7,106.0,1
MC Hammer,1996,87.4,97.3,89.8,111.4,1
MC Hariel,2019,71.0,53.3,49.5,124.1,3
MC Igu,2018,85.0,71.8,71.2,130.0,1
MC Igu,2019,92.0,30.2,48.3,132.5,2
MC Igu,2020,87.9,52.3,43.8,115.0,1
MC Ingryd,2019,86.2,56.1,54.1,99.9,1
MC Kevin o Chris,2019,60.4,46.1,67.4,95.0,2
MC L da Vinte,2019,85.4,70.6,55.4,126.0,1
MC Lyte,2007,88.4,71.8,72.5,102.7,2
MC Maneirinho,2018,78.4,66.6,56.8,130.0,2
MC Ren,1998,77.8,86.7,54.7,95.0,1
MED,2013,73.3,52.5,56.8,95.1,1
MEDIKAL,2019,84.0,83.0,69.5,125.0,1
MEDUZA,2019,69.1,71.0,45.1,124.0,3
MELODOWNZ,2019,75.4,76.9,69.6,176.0,1
MEMBA,2017,73.7,80.5,67.2,89.0,1
MEMBA,2018,57.2,75.8,70.0,172.1,1
MEMBA,2019,63.6,80.9,11.9,121.1,1
MF DOOM,1905,72.8,83.2,82.5,95.0,1
MF DOOM,2011,76.8,83.2,54.2,97.5,2
MF Eistee,2019,80.4,37.2,59.1,166.1,1
MFakka,2017,71.3,38.9,21.7,178.1,1
MFnMelo,2019,64.4,44.1,63.3,125.5,2
MGM,2019,85.1,86.8,57.1,128.0,1
MGMT,2007,55.1,89.3,38.4,109.0,3
MHD,2016,95.4,74.2,70.4,125.0,2
MIKA,2006,69.4,72.4,78.1,109.1,2
MIKA,2009,65.1,90.4,26.7,127.0,1
MIKE,2017,72.5,69.0,43.1,96.0,1
MIKE,2018,28.5,84.8,57.7,81.5,1
MILCK,2016,53.9,38.9,28.1,142.1,1
MIMO,2019,81.1,80.6,61.5,123.0,1
MINST,2019,49.7,71.5,36.6,109.0,1
MISAEL,2019,83.5,44.6,26.1,128.1,1
MISOGI,2016,42.5,44.6,9.5,179.6,1
MISSIO,2019,46.6,78.1,38.3,170.0,1
MIST,2019,86.6,71.4,38.4,108.0,1
MJG,1997,85.7,75.1,74.4,119.0,2
MJG,2008,73.7,73.7,38.9,95.0,1
MK,2017,70.3,83.2,66.7,122.0,1
MK,2018,68.4,81.6,70.2,122.0,1
MK,2019,58.3,83.4,43.2,123.0,2
MKTO,1905,72.0,79.1,75.6,102.1,1
MKTO,2016,77.8,49.6,37.4,117.0,1
MNEK,2016,55.2,87.9,61.2,145.0,1
MOE KI,2019,73.5,38.3,46.7,159.1,1
MOMOLAND,2018,75.5,84.2,86.9,126.5,2
MOMOLAND,2019,75.0,88.3,85.0,127.1,1
MOONZz,2017,55.3,84.2,41.5,172.0,1
MOSKA,2013,79.4,73.3,43.9,128.0,1
MOSKA,2019,67.3,87.5,36.2,125.0,1
MOSSS,2017,76.1,60.0,55.7,96.0,1
MOTHXR,2016,60.3,68.8,56.1,95.0,1
MOTi,2013,75.5,90.0,16.4,128.0,1
MOTi,2014,67.7,82.4,40.0,128.0,2
MOTi,2016,71.9,81.2,49.6,126.0,1
MOTi,2018,74.3,83.2,22.7,128.0,1
MOTi,2019,66.2,82.1,47.8,124.6,6
MR TOUT LE MONDE,2019,68.7,57.5,16.9,120.0,3
MRKIZ,2019,71.4,99.6,16.1,126.0,1
MS MR,2015,68.8,74.9,79.8,135.0,1
MSTR ROGERS,2016,80.2,77.8,56.6,112.0,1
MTK,2019,67.6,55.4,61.4,104.7,3
MTK,2020,78.3,60.8,64.0,118.0,1
MUNA,2015,63.2,59.6,55.3,119.0,1
MUNA,2019,74.6,56.0,51.1,124.0,1
MVCA,2019,63.7,69.8,15.1,122.0,1
MVGMVR,2018,63.8,59.7,3.4,120.0,1
MVGMVR,2019,72.4,87.9,23.7,105.0,1
MW Vibes,2015,55.1,63.0,28.5,127.0,1
MXMS,2019,87.0,54.6,20.8,120.1,1
MYA,2019,66.9,87.1,88.2,75.0,1
MZ,2016,72.8,65.9,61.0,123.0,6
Maarten de Jong,2019,46.4,89.2,25.2,135.0,1
Mabel,2019,69.3,87.2,54.4,127.1,5
Mabryx,2020,57.9,75.7,14.2,120.0,1
Mac Ayres,2017,72.2,28.2,21.7,91.4,1
Mac Ayres,2018,61.6,39.8,41.0,101.8,2
Mac Ayres,2019,58.6,72.9,46.4,79.9,1
Mac Beez,2017,75.4,60.5,58.4,104.5,2
Mac DeMarco,2012,51.4,63.2,31.0,94.6,1
Mac DeMarco,2014,53.7,55.8,50.5,131.0,1
Mac DeMarco,2017,70.9,49.6,46.9,78.5,1
Mac Gregor,2019,60.9,9.3,66.8,124.4,1
Mac Miller,2011,63.6,90.1,83.6,163.0,1
Mac Miller,2013,54.9,63.9,11.6,191.9,1
Mac Miller,2014,44.9,63.8,65.5,176.7,1
Mac Miller,2015,84.3,43.5,19.0,120.1,1
Mac Miller,2016,76.3,53.8,57.6,114.0,4
Mac Miller,2018,80.2,46.3,29.1,104.0,1
Mac Miller,2020,73.7,37.9,27.3,110.7,4
Macaco,2019,68.6,58.3,79.8,149.9,1
Macarena,2017,70.0,34.1,41.8,131.6,2
Macarena,2018,84.4,42.1,48.8,108.3,1
Maceo,2005,75.1,74.7,54.8,150.1,1
Machel Montano,2015,50.2,94.4,89.9,195.8,1
Machine Gun Kelly,2016,67.4,69.4,24.2,137.8,1
Machine Gun Kelly,2017,62.3,66.5,19.0,107.4,4
Machine Gunners,2017,46.4,54.7,78.9,189.7,1
Mackieaveliko,2015,86.5,58.6,88.2,94.0,1
Macy Gray,1999,59.3,64.2,73.6,76.4,1
Macy Martin,2019,52.8,80.0,68.8,181.8,1
Mad Crow,2019,50.8,96.7,45.2,160.0,1
Mada,2019,59.3,63.9,22.3,107.9,1
Madam Misfit,2020,80.6,74.3,65.3,124.0,1
Madcon,2015,80.2,78.2,62.1,123.0,2
Madden,2016,48.8,71.5,36.1,96.0,1
Maddix,2018,58.9,95.8,21.6,128.0,1
Maddix,2019,53.4,87.5,26.2,132.0,5
Made famous by Tito el Bambino,2010,65.9,68.9,83.5,110.0,1
Made in M,2016,64.8,21.7,52.8,86.0,1
Made in M,2017,81.2,22.5,67.2,84.0,1
Made in M,2019,72.8,11.5,70.0,148.2,1
Madeaux,2018,85.5,49.9,30.6,124.0,1
MadeinTYO,2016,84.2,49.8,32.0,150.9,1
MadeinTYO,2019,92.9,43.7,38.0,140.0,1
Madeon,2015,49.0,91.4,24.1,100.1,1
Madeon,2019,63.3,77.9,67.9,96.0,1
Madiel Lara,2016,67.9,58.7,36.1,149.0,1
Madiel Lara,2017,89.5,67.8,84.8,130.0,1
Madiel Lara,2018,78.5,71.0,80.2,131.2,5
Madism,2019,77.0,75.8,50.8,120.0,1
Madison Beer,2015,65.3,76.0,13.3,119.9,1
Madison Beer,2017,58.3,70.0,55.3,103.1,1
Madison Beer,2018,69.6,57.5,64.2,119.7,3
Madison Beer,2019,65.0,59.4,41.6,145.9,1
Madison Gold,2018,79.7,34.7,19.1,123.0,1
Madison Mars,2016,62.3,97.5,22.5,125.9,1
Madison Mars,2017,69.4,91.2,31.0,126.0,1
Madison Mars,2019,61.1,90.4,32.3,124.8,5
Madlib,2010,73.2,53.5,56.5,181.9,1
Madness,1982,58.9,71.5,80.6,121.0,1
Madness,2016,54.7,85.3,72.3,137.6,1
Madonna,1984,78.0,63.0,98.1,136.7,1
Madonna,1990,69.0,81.7,28.5,116.2,1
Madonna,2009,62.4,84.2,25.7,111.0,1
Madonna,2015,72.2,63.0,51.9,150.0,1
Madonna,2019,77.6,85.2,22.4,114.0,1
Madsen,2019,39.9,88.7,40.9,165.9,1
Maes,2019,74.7,73.1,49.3,105.1,1
Maestro Harrell,2015,58.5,91.8,28.2,130.0,1
Maestro Harrell,2016,57.3,92.0,29.6,127.5,2
Maffio,2019,79.2,70.4,85.4,98.1,2
Maga Shukar,2019,70.0,69.8,88.6,150.1,1
Maggie Lindemann,2017,70.3,86.8,73.3,121.0,1
Maggie Lindemann,2019,44.1,66.0,76.5,177.7,1
Maggie Rogers,2016,64.1,57.2,5.8,95.0,1
Maggie Rogers,2018,71.2,46.0,12.3,80.0,1
Maggie Rogers,2019,84.7,38.6,17.8,104.0,1
Maggie Rose,2018,58.3,31.7,35.8,111.5,1
Magic City Hippies,2015,70.6,45.7,72.3,78.0,1
Magic Man,2014,47.2,88.1,50.2,178.9,1
Magic Sword,2015,29.6,76.4,14.4,143.9,1
Magnate,2007,69.4,80.4,58.5,94.9,1
Magneto,2007,66.7,77.7,79.7,125.0,1
Magneto,2019,47.0,99.1,34.5,125.0,1
Magnificence,2018,69.0,85.8,49.1,126.0,1
Magnificence,2019,58.5,83.7,26.0,125.0,2
Magnofield,2019,86.4,58.0,42.4,120.0,1
Magnum,2020,57.0,89.4,28.8,120.0,1
Maha Quest,2018,68.7,66.5,10.3,110.0,1
Mahalia,2017,56.6,62.3,62.8,78.2,2
Mahalia,2019,69.5,53.6,54.0,119.5,3
Mahalo,2020,68.9,76.9,9.6,124.0,1
Mahan Moin,2015,62.5,71.3,12.8,104.9,1
Mahmood,2019,74.7,64.2,47.4,108.5,2
Mahmut Orhan,2017,63.4,70.2,42.1,124.1,1
Mahogany Jones,2014,65.3,64.9,78.1,86.9,1
Maia Mitchell,2013,66.4,90.4,61.6,127.0,2
Maikel Delacalle,2017,81.1,53.2,56.9,140.0,1
Maikel Delacalle,2019,73.4,67.3,41.4,135.0,2
Maisie Peters,2019,70.8,65.8,59.0,93.3,2
MaisonDe,2019,78.7,65.2,83.9,103.9,1
Maiwan,2017,72.2,71.2,41.8,106.0,2
Maiwan,2018,69.5,73.9,44.3,115.0,1
Majed,2019,72.6,71.0,40.2,103.9,1
Majed Al Esa,2019,43.6,72.8,84.3,182.0,1
Majical Cloudz,2015,38.2,28.3,4.4,95.3,1
Majid Jordan,2016,71.0,42.9,25.8,134.0,2
Majid Jordan,2017,78.0,32.4,48.1,140.0,1
Majid Jordan,2019,67.8,43.8,50.1,81.5,1
Majik,2015,48.4,60.1,5.0,95.0,1
Major Lazer,2009,89.0,96.2,26.1,127.0,1
Major Lazer,2013,69.2,67.9,63.4,139.8,6
Major Lazer,2014,70.0,88.7,38.2,110.0,1
Major Lazer,2015,66.7,83.7,53.3,111.2,12
Major Lazer,2016,58.7,74.2,48.0,131.7,4
Major Lazer,2017,74.4,77.7,54.4,108.6,5
Major Lazer,2018,70.4,82.8,60.0,110.0,3
Major Lazer,2019,70.9,78.9,47.0,118.3,5
Majur,2018,82.2,52.0,26.3,144.0,1
Majur,2019,80.9,69.6,86.4,98.0,1
Makaveli,1996,61.6,72.8,56.0,127.9,2
Makes My Blood Dance,2019,53.6,84.6,50.8,112.1,1
Makeup And Vanity Set,2017,67.9,92.4,20.2,127.0,1
Makeup And Vanity Set,2018,81.4,9.5,3.9,122.0,1
Making Movies,2019,59.1,68.7,78.8,130.8,1
Makiza,1905,65.7,57.8,81.9,90.0,1
Mako,2014,46.6,66.1,30.2,128.0,2
Mako,2016,58.9,69.8,32.1,134.5,2
Mako,2017,65.7,76.0,42.6,98.5,2
Mako,2018,57.2,65.4,33.8,118.7,2
Mal V Moo,2019,83.9,28.9,51.6,107.0,1
Malaa,2015,84.6,87.3,29.4,121.0,1
Malaa,2019,73.7,90.5,33.7,105.0,1
Malcolm Voltaire,2019,71.4,49.9,89.8,73.0,1
Maldita,2016,37.8,31.8,49.5,199.3,1
Maleekisking,2019,63.9,48.8,31.2,100.0,1
Malgioglio,2019,68.8,87.7,96.0,135.0,1
Malharo,2019,90.2,50.0,37.8,150.0,1
Malian Musicians,2002,28.5,41.9,55.0,120.0,1
Malibu,2019,72.6,44.3,26.1,123.9,1
Malibu,2020,56.2,52.3,52.7,83.9,1
Malik Montana,2019,78.3,56.2,60.6,121.1,6
Mall Grab,2015,81.6,76.7,11.1,125.0,1
Mallory Merk,2016,70.2,44.7,35.4,75.4,1
Malo,1905,56.2,56.1,66.6,113.9,1
Maloma,2019,63.2,83.8,75.4,123.0,2
Malow Mac,2012,70.6,72.0,72.5,125.5,2
Malow Mac,2013,82.9,94.9,62.7,103.0,1
Maluma,2015,71.6,71.6,83.2,175.0,2
Maluma,2017,85.6,69.8,72.0,121.5,2
Maluma,2018,74.4,74.6,77.0,141.5,4
Maluma,2019,79.6,74.6,69.0,101.2,5
Mama Cleo,2019,56.3,49.2,24.0,170.0,1
Mamamoo,2016,90.4,61.5,73.0,110.0,2
Mamamoo,2017,81.6,74.4,93.3,133.1,1
Mamamoo,2018,59.8,80.3,55.0,111.0,2
Mamamoo,2019,74.3,75.9,76.6,117.5,2
Mambo Brothers,2019,65.2,97.7,65.4,124.0,1
Mambo Kingz,2016,75.5,72.0,71.3,175.9,1
Mambo Kingz,2019,80.3,58.9,56.2,140.1,1
MamboLosco,2018,84.3,52.8,45.9,140.0,1
MamboLosco,2019,85.8,56.4,58.5,116.0,2
Maml,2019,67.5,69.3,37.4,110.0,1
Mammoth Mammoth,2019,31.8,65.2,16.8,131.6,2
Mammothor,2019,37.4,98.0,40.8,121.8,2
Man Cub,2018,48.0,90.8,28.3,150.0,1
Man Overboard,2010,49.1,95.6,42.6,130.0,1
Man Overboard,2011,41.5,92.2,53.3,144.2,4
Man Parrish,1983,86.2,63.9,46.9,111.8,1
Manafest,2018,64.3,87.4,78.9,142.0,1
Mandi Macias,2019,85.0,52.1,29.6,142.0,1
Mando,2019,60.9,79.6,69.2,94.0,1
Mandolin Orange,2018,53.2,31.7,28.0,140.7,1
Mane de la Parra,2013,66.6,76.8,81.8,104.1,1
Manel Navarro,2019,56.6,39.7,23.7,146.8,1
Mangabey,2019,87.6,55.1,64.2,124.4,1
Mani Sandhu,2019,79.5,78.9,83.9,96.0,1
Maniako,2017,63.6,85.0,87.9,154.1,1
Maniaxo,2019,77.0,77.4,29.2,140.0,4
Manic Street Preachers,1996,18.4,84.1,34.8,88.2,1
Manic Street Preachers,1998,22.2,81.0,26.6,96.3,1
Manic Street Preachers,2002,52.2,79.9,19.6,112.4,1
Manic Twister,2019,62.2,56.4,29.8,120.0,1
Manila Killa,2016,61.7,72.3,23.6,95.0,1
Manila Killa,2017,66.5,59.5,59.3,97.0,1
Manila Killa,2018,32.7,69.8,25.6,92.3,1
Manila Killa,2019,75.1,77.5,37.3,116.0,1
Mankirt Aulakh,2018,52.5,91.3,60.6,86.4,1
Mann,2010,72.4,93.8,54.9,104.0,1
Mannie Fresh,2004,72.4,86.0,55.3,97.0,1
Manny,2018,41.6,42.3,41.0,76.4,1
Mano Ezoh,2016,64.6,82.8,42.9,126.0,1
Manolito Simonet y su Trabuco,2003,67.7,89.7,81.5,91.0,1
Manolito Simonet y su Trabuco,2008,77.7,85.7,77.0,97.5,1
Manse,2015,43.0,69.2,22.3,127.8,1
Manse,2017,69.7,91.4,36.4,124.9,1
Manse,2019,49.6,76.8,22.4,127.9,4
Mansionair,2015,49.6,85.0,14.3,82.5,1
Mansionair,2016,44.9,51.1,22.1,116.3,1
Mansionair,2018,59.6,78.4,43.2,162.0,1
Mantronix,1905,78.9,81.7,95.2,110.1,1
Manu Chao,1998,75.5,54.5,96.4,149.8,1
Manu Chao,2001,65.7,73.4,91.4,176.0,1
Manu Chao,2019,66.2,67.2,90.6,84.8,1
Manu Crooks,2019,78.1,52.4,34.2,149.1,2
Manuel Carrasco,2018,60.9,71.8,42.6,93.9,1
Manuel Costa,2018,57.0,82.6,54.0,119.5,2
Manuel Medrano,2015,51.8,46.8,31.2,91.1,2
Manuel Medrano,2019,73.6,59.5,51.6,125.9,1
Manuel Turizo,2016,88.4,34.8,56.3,90.0,1
Manuel Turizo,2017,66.8,55.2,63.8,125.4,3
Manuel Turizo,2018,69.5,49.3,79.7,136.9,3
Manuel Turizo,2019,75.1,70.0,80.6,173.0,2
Manuellsen,2015,50.6,89.9,51.7,81.2,1
Manuellsen,2016,40.4,70.2,54.3,175.8,1
Manwolves,2016,54.4,28.1,23.6,134.6,1
Many Moor,2016,72.5,71.0,72.0,128.0,1
Maor Levi,2014,54.4,81.6,37.0,128.0,2
Maquiny,2019,75.6,71.0,46.0,117.1,1
Mar Vei,2019,66.7,48.0,12.7,109.0,1
Marc Anthony,2004,62.2,64.5,65.2,91.4,2
Marc Anthony,2006,47.2,77.4,69.7,136.2,2
Marc Anthony,2013,65.5,87.7,89.3,105.0,1
Marc Anthony,2018,81.7,74.0,67.4,130.0,1
Marc Anthony,2019,67.2,87.6,83.2,95.7,3
Marc Benjamin,2019,75.0,90.9,58.3,127.4,3
Marc Benjamin,2020,78.0,86.1,70.6,128.0,1
Marc Joef,2019,66.6,93.4,18.1,126.1,1
Marc Kiss,2019,62.6,83.5,41.0,110.0,1
Marc Korn,2017,50.5,98.5,25.0,128.1,1
Marc Korn,2019,53.2,91.6,51.9,126.0,1
Marc Oso,2019,74.2,41.6,20.9,137.0,2
Marce,2012,66.7,80.9,58.0,125.9,1
Marcel Woods,2011,82.4,88.2,20.0,130.0,1
Marci Coleman,2018,68.5,63.3,35.5,124.0,1
Marcia Griffiths,1990,76.9,89.8,96.8,108.1,1
Marcianos Crew,2019,92.8,42.6,26.4,137.1,1
Marco Maggiore,2014,32.5,69.1,35.9,170.1,1
Marco Mares,2018,38.7,66.2,68.9,95.8,1
Marco Mares,2019,70.7,70.3,75.9,77.0,1
Marco McKinnis,2018,52.1,47.7,12.7,139.6,1
Marco Mengoni,2019,51.0,73.3,37.2,145.9,1
Marco Rahim,2019,95.2,61.4,52.9,122.0,1
Marco Rahim,2020,83.4,67.6,53.4,102.0,1
Marcos Caixa,2019,64.0,42.7,79.6,86.1,1
Marcos Menchaca,2019,69.0,51.3,69.9,155.0,1
Marcus Bornold,2019,69.6,59.9,57.2,128.0,1
Marcus D,2016,72.6,55.6,57.8,88.0,1
Marcus D,2018,61.3,28.6,16.6,85.7,1
Marcus King,2020,48.5,24.8,18.8,111.7,1
Marcus Miller,1997,71.1,53.1,51.4,87.6,1
Marcus Mouya,2015,58.3,85.5,9.4,128.0,1
Marcus Mouya,2016,62.9,91.8,21.1,128.1,1
Marcus Muscogee,2019,64.6,69.5,29.7,147.0,1
Marcus Santoro,2020,58.5,98.3,68.1,126.0,1
Marcy Playground,1997,67.0,55.8,63.0,80.5,1
Maredatruth,2019,90.1,62.6,89.0,115.0,1
Maren Morris,2016,46.5,55.1,18.6,118.4,1
Maren Morris,2019,56.1,59.7,35.5,76.8,1
Margaret Durante,2011,83.3,80.5,50.0,115.0,1
Margarita la diosa de la cumbia,2010,91.7,57.1,92.4,99.9,1
Marginal Supply,2019,91.3,61.2,32.0,130.0,1
Margot White,2019,77.6,29.4,38.6,100.0,1
Mari Louis,2019,70.0,62.4,54.6,75.5,1
Maria Daniela Y Su Sonido Lasser,2019,63.8,80.6,39.9,133.0,1
Maria Hazell,2016,61.6,84.8,51.9,78.3,1
Maria Muldaur,1905,70.5,49.9,39.1,98.7,1
Mariah,2019,75.7,65.9,62.2,152.3,3
Mariah Carey,1991,76.2,68.9,76.4,110.9,3
Mariah Carey,1993,70.1,70.5,71.0,100.7,1
Mariah Carey,1994,33.5,62.5,34.6,150.3,1
Mariah Carey,1995,63.0,58.4,53.0,103.2,3
Mariah Carey,2000,60.8,76.0,36.6,168.2,1
Mariah Carey,2001,68.5,87.4,90.3,109.9,1
Mariah Carey,2009,74.2,46.8,36.9,86.4,1
Marian Hill,2015,70.6,25.6,28.5,75.0,1
Mariana BO,2020,69.8,86.2,25.6,125.0,1
Marianas Trench,2011,29.6,63.2,17.9,129.9,1
Marianas Trench,2012,73.8,93.4,54.7,105.0,1
Marianas Trench,2020,44.0,78.7,33.0,97.4,1
Marianne Faithfull,2018,36.8,73.5,63.6,172.2,1
Maribou State,2015,71.3,54.7,11.8,120.0,1
Maribou State,2018,69.3,67.0,72.5,145.0,1
Marielle Hazlo,2015,70.6,84.5,88.7,81.5,1
Marillion,1985,58.5,56.7,56.4,106.1,1
Marillion,1992,33.1,55.0,22.8,138.1,1
Marillion,2019,32.5,66.0,41.1,151.5,2
Marilyn Manson,2004,21.8,57.6,14.0,186.0,1
Marilyn Manson,2017,63.5,68.8,38.9,108.0,1
Marilyn Manson,2019,50.4,75.4,58.3,82.0,1
Marina Yers,2019,88.6,63.7,61.7,102.0,1
Mario,2002,53.8,67.7,91.3,132.4,1
Mario,2004,65.6,57.8,55.6,94.5,1
Mario,2007,68.4,45.5,48.7,98.0,1
Mario Bautista,2018,80.4,70.5,45.0,103.0,1
Mario Bautista,2019,76.5,72.1,69.1,106.0,1
Mario Guerrero,2019,77.9,83.8,91.1,91.0,1
Mario Winans,2016,83.3,51.5,40.0,97.0,1
Marissa Mur,2018,73.9,60.1,81.5,102.0,1
Marissa Mur,2019,68.9,61.2,58.8,99.3,3
Mark Cast,2019,61.1,67.2,38.8,104.8,1
Mark Isham,2001,59.6,13.0,53.9,124.4,1
Mark Knight,2008,63.2,84.2,67.4,127.0,1
Mark Knight,2009,71.8,83.0,22.2,128.0,1
Mark Knight,2013,76.4,85.7,50.6,125.0,1
Mark Knight,2016,72.0,96.8,9.1,124.0,2
Mark Lettieri,2013,73.7,52.1,71.8,170.1,1
Mark Mendy,2019,75.0,82.1,64.9,108.6,3
Mark Morrison,1905,76.2,80.2,41.3,95.4,1
Mark Morrison,1996,71.5,83.3,61.2,95.5,1
Mark Morton,2019,44.4,90.5,38.0,153.6,2
Mark Morton,2020,32.8,23.2,41.2,149.4,1
Mark Ronson,2014,83.9,86.0,88.3,110.1,1
Mark Ronson,2015,80.6,62.4,69.4,115.1,2
Mark Ronson,2016,85.4,65.0,91.6,115.0,1
Mark Ronson,2018,60.1,79.4,24.4,114.1,1
Mark Ronson,2019,71.6,78.9,49.6,117.5,6
Mark Sixma,2014,72.4,89.0,27.0,128.0,1
Mark Sixma,2019,60.5,88.1,15.9,130.0,1
Mark Stent,2016,67.2,94.7,50.6,128.0,1
Marko Silva,2019,75.6,81.6,62.3,91.0,1
Markus Klee,2017,80.9,81.1,83.2,123.0,1
Marky Mark And The Funky Bunch,1905,71.1,95.1,90.3,121.7,1
Marla Singer,2018,75.4,89.9,3.7,131.0,1
Marlena Shaw,1969,51.3,82.6,53.9,94.6,1
Marlena Shaw,2014,70.6,45.3,13.4,100.0,1
Marley Waters,2015,71.7,71.8,45.7,100.0,1
MarllDexx,2012,79.7,85.9,57.0,126.0,1
Marlowe,2019,84.2,54.5,44.2,90.1,1
Marnage,2019,66.8,86.7,46.3,128.1,1
Marnik,2019,65.6,76.1,49.8,133.0,2
Marnik,2020,56.0,93.4,32.5,134.0,1
Marques Houston,2007,67.6,66.2,46.4,128.0,1
Marracash,2019,63.2,67.7,39.2,118.0,2
Marrakesh,2020,49.2,65.6,48.7,142.0,1
Mars Today,2015,84.6,66.8,57.6,121.0,1
Marsha Ambrosius,2011,43.3,66.8,35.1,70.5,1
Marshall Marshall,2017,44.1,65.9,16.4,120.1,1
Marshall Marshall,2018,55.0,65.1,37.9,141.0,2
Marshall Milano,2019,74.2,42.7,88.7,176.0,1
Marshmello,2015,65.6,90.9,13.9,142.0,1
Marshmello,2016,62.2,88.0,51.8,142.8,4
Marshmello,2017,52.0,89.3,21.8,140.7,3
Marshmello,2018,62.4,82.2,49.5,121.6,11
Marshmello,2019,64.3,77.0,37.2,97.9,6
Marta Martorell,2002,22.5,9.2,15.2,86.3,1
Martha and the Muffins,1905,54.0,65.8,81.7,156.2,2
Martin Fritzon,2019,77.5,64.7,42.3,128.0,1
Martin Garrix,2013,65.2,89.2,19.5,128.0,7
Martin Garrix,2014,64.4,86.0,17.8,127.3,8
Martin Garrix,2015,56.4,83.6,20.3,128.0,8
Martin Garrix,2016,54.0,77.3,25.4,127.9,13
Martin Garrix,2017,56.2,75.8,26.2,130.3,13
Martin Garrix,2018,59.5,78.1,36.2,128.6,12
Martin Garrix,2019,59.4,71.4,30.0,125.6,12
Martin Hygard,2019,84.6,64.9,35.6,124.0,1
Martin Jensen,2016,74.8,77.4,55.3,118.3,3
Martin Jensen,2017,69.3,83.7,50.1,123.0,1
Martin Jensen,2018,73.0,72.8,77.5,100.0,1
Martin Jensen,2019,71.6,71.4,58.6,109.0,2
Martin Miller,2019,49.8,33.4,9.5,81.9,1
Martin Mix,2019,65.6,88.8,35.8,124.6,2
Martin Numan,2018,67.0,77.6,59.4,130.7,7
Martin Silence,2012,82.0,71.7,71.7,127.0,1
Martin Silence,2013,74.1,86.7,55.3,130.0,1
Martin Silence,2015,70.7,94.8,58.9,120.0,1
Martin Silence,2019,75.4,78.8,53.8,123.4,3
Martin Solveig,2011,66.6,93.0,46.1,128.0,1
Martin Solveig,2015,79.8,78.2,56.8,125.0,2
Martin Solveig,2019,71.2,66.4,78.1,122.0,1
Martin Vide,2018,86.4,82.4,33.8,128.0,1
Martina La Peligrosa,2019,85.7,73.7,83.1,94.0,1
Marvin Gaye,1973,55.0,61.1,62.6,168.5,1
Marvin Gaye,1995,86.4,84.4,88.7,122.6,1
Marvin Gaye,1999,45.1,44.6,56.7,89.5,1
Marvin Gaye,2015,68.9,68.0,64.6,101.0,1
Marvin Sapp,2007,33.8,55.9,27.6,168.5,1
Marvin Sease,1905,72.4,70.5,64.7,102.0,2
Marvin Sease,1987,50.0,43.8,55.1,177.4,1
Marwan Soulflow,2014,44.1,48.4,31.9,67.5,1
Mary Jane Girls,2008,80.6,73.9,95.9,116.7,1
Mary Mary,1905,69.8,79.5,78.2,138.5,3
Mary Mary,2000,68.3,48.6,56.6,103.0,2
Mary Mary,2005,59.4,70.8,47.7,114.1,4
Mary Mary,2008,67.0,72.0,44.1,176.1,1
Masakoi,2019,80.1,21.1,16.0,92.0,1
Masayoshi Takanaka,1905,74.3,64.3,91.4,98.3,1
Mase,1905,78.2,61.0,57.5,146.7,2
Masego,2016,97.3,65.7,66.3,120.0,1
Masego,2018,73.0,47.2,43.2,104.8,2
Masego,2019,63.8,66.6,46.5,99.2,1
Mashmex,2019,60.8,92.2,46.7,160.0,1
Maskarade,2018,88.8,90.4,87.0,124.0,1
Masked Man,2018,51.1,37.1,42.2,81.1,1
Masked Man,2019,64.0,13.7,33.4,82.0,1
Masked Wolf,2019,77.8,69.5,47.2,150.0,1
Mass Anthem,2018,69.2,72.6,43.7,100.0,1
Massari,2018,48.7,79.7,68.3,168.0,1
Massface,2017,25.3,93.1,33.2,194.9,1
Masta Ace,2016,68.0,68.7,78.6,95.1,1
Masta Ace Incorporated,1905,80.0,65.8,67.4,92.1,1
Master P,1905,72.8,64.0,50.0,129.9,8
