track_artist,released_year,averagePopularity,averagePopularity
Arno Cost,2014,0.0,0.0
Arnold Palmer,2019,38.0,38.0
AronChupa,2018,63.0,63.0
AronChupa,2019,61.0,61.0
Around The Way,2017,2.0,2.0
Arrested Development,1992,0.0,0.0
Arrested Youth,2018,54.0,54.0
Arrested Youth,2019,49.0,49.0
Arston,2014,0.0,0.0
Art Aguilera,2018,0.0,0.0
Art Of Dying,2011,49.0,49.0
Art Of Dying,2015,54.0,54.0
Art Of Dying,2019,39.0,39.0
ArtOfficial,2011,31.0,31.0
Arthur Conley,2005,60.0,60.0
Artifacts,1994,54.5,54.5
Artigeardit,2019,56.0,56.0
Artin,2018,19.0,19.0
Artists for Peace and Justice,2020,44.0,44.0
Artury Pepper,1905,0.0,0.0
Artury Pepper,2018,0.0,0.0
Aruhtra,2019,35.0,35.0
Arva,2019,36.5,36.5
Arvo to me,2018,48.0,48.0
Arythma,2009,36.0,36.0
Aryue,2019,36.0,36.0
As Bahias e a Cozinha Mineira,2019,40.0,40.0
As I May,2017,31.0,31.0
As Tequileiras do Funk,2014,13.0,13.0
Asfalto Rec,2020,43.0,43.0
Ashanti,2002,64.33333333333333,64.3
Ashanti,2003,37.5,37.5
Ashe,2019,47.5,47.5
Asher Knight,2019,42.0,42.0
Ashes Remain,2011,54.0,54.0
Ashes to Embers,2019,33.0,33.0
Ashim,2018,0.0,0.0
Ashim,2019,27.0,27.0
Ashlee Simpson,2004,54.0,54.0
Ashley O,2019,70.0,70.0
Ashley Slater,2018,20.0,20.0
Ashley Tisdale,1905,53.0,53.0
Ashley Tisdale,2007,34.0,34.0
Ashley Tisdale,2019,56.0,56.0
Ashlie Amber,2019,31.0,31.0
Asia,1982,66.0,66.0
Asking Alexandria,2013,44.0,44.0
Asking Alexandria,2019,59.0,59.0
Aslove,2017,3.0,3.0
Asmarani,2019,34.0,34.0
Aso,2018,38.5,38.5
Aston Martinez,1905,5.0,5.0
Astrid S,2015,17.5,17.5
Astrid S,2016,10.0,10.0
Astrid S,2019,63.0,63.0
Astrojaxx,2019,42.0,42.0
Ata Kak,2015,42.0,42.0
AtellaGali,2017,0.0,0.0
Atlantic Starr,1987,59.0,59.0
Atlas,2019,40.0,40.0
Atlas For Infinity,2019,19.0,19.0
Atlas Genius,2013,42.5,42.5
Atlas Genius,2015,52.0,52.0
Atlas Genius,2019,46.0,46.0
Atlas in Motion,2020,40.0,40.0
Atmosphere,2008,56.0,56.0
Atreyu,2018,57.0,57.0
Attom,2017,28.0,28.0
Attom,2019,44.0,44.0
Audax,2019,42.75,42.8
Audible Mainframe,2013,0.0,0.0
Audien,2013,31.0,31.0
Audien,2018,63.0,63.0
Audien,2019,57.0,57.0
Audio Storm,2018,5.0,5.0
Audioslave,2002,75.0,75.0
Audioslave,2005,69.0,69.0
Audrey,2019,49.0,49.0
Audrey Mika,2019,63.0,63.0
August Alsina,2013,61.0,61.0
August Roads,2019,32.0,32.0
August Wahh,2019,33.0,33.0
Aunty Social,2020,43.0,43.0
Auralist,2019,26.0,26.0
Austin Mahone,1905,62.666666666666664,62.7
Austin Mahone,2016,3.0,3.0
Austin Moon,2012,52.0,52.0
Austin Moon,2015,65.0,65.0
Austin Pettit,2019,29.5,29.5
Australia United,2015,0.0,0.0
Autoerotique,2018,44.0,44.0
Autograf,2015,20.5,20.5
Auxxk,2016,18.0,18.0
Auxxk,2017,34.666666666666664,34.7
Ava Max,2018,71.33333333333333,71.3
Ava Max,2019,71.125,71.1
Ava Raiin,2017,5.0,5.0
AvaGrace,2019,34.0,34.0
Avail Hollywood,2011,32.0,32.0
Avalon,2012,34.0,34.0
Avant,2003,56.0,56.0
Avazesa,2019,23.0,23.0
Avenged Sevenfold,2013,71.5,71.5
Aventura,2002,73.0,73.0
Aventura,2005,70.0,70.0
Aventura,2006,58.0,58.0
Aventura,2009,71.0,71.0
Aventura,2019,73.0,73.0
Avenza,2019,47.5,47.5
Average White Band,1905,53.0,53.0
Averdeck,2019,33.0,33.0
Avi Ness,2014,24.0,24.0
Avicii,2010,9.0,9.0
Avicii,2011,58.0,58.0
Avicii,2012,29.0,29.0
Avicii,2013,47.714285714285715,47.7
Avicii,2014,47.8,47.8
Avicii,2015,30.714285714285715,30.7
Avicii,2017,61.25,61.2
Avicii,2019,67.14285714285714,67.1
Avinash Kalra,2019,20.0,20.0
Avine Vinny,2019,59.0,59.0
Aviscerall,2019,58.0,58.0
Avoure,2019,54.0,54.0
Avril Lavigne,1905,68.0,68.0
Avril Lavigne,2002,77.0,77.0
Avril Lavigne,2007,72.0,72.0
Avril Lavigne,2011,14.0,14.0
Avril Lavigne,2013,5.0,5.0
Awake At Last,2019,26.0,26.0
Awaker,2019,20.0,20.0
Awich,2020,43.0,43.0
Awon,2015,42.0,42.0
AxLi,2018,38.666666666666664,38.7
AxLi,2019,34.5,34.5
Axel Boy,2019,33.0,33.0
Axel Johansson,2018,54.0,54.0
Axel White,2020,14.0,14.0
Axero,2019,50.0,50.0
Axian,2018,43.0,43.0
Axollo,2018,14.0,14.0
Axwell,2005,37.5,37.5
Axwell,2009,6.0,6.0
Axwell,2013,2.0,2.0
Aya Nakamura,2019,73.33333333333333,73.3
AyiTe,2019,11.0,11.0
Aymee Nuviola,2019,44.0,44.0
Ayo Jay,2016,60.0,60.0
Aystar,2018,54.0,54.0
Az Yet,1996,48.0,48.0
Azad,2017,40.0,40.0
Azerkd,2019,18.0,18.0
Azet,2016,50.25,50.2
Azet,2017,50.5,50.5
Azet,2019,74.0,74.0
Azide,2019,43.0,43.0
Azul Violeta,1996,50.0,50.0
Azzi Memo,2017,36.0,36.0
Azzy,2019,43.0,43.0
B Mus,2018,39.0,39.0
B Wise,2019,46.0,46.0
BAARD,2019,42.0,42.0
BADBADNOTGOOD,2017,38.0,38.0
BANKS,2013,57.0,57.0
BANKS,2016,0.38461538461538464,0.4
BANKS,2019,60.0,60.0
BANNERS,2016,6.0,6.0
BANNERS,2017,74.0,74.0
BAYNK,2016,3.0,3.0
BAYNK,2019,48.0,48.0
BB Brunes,1905,32.0,32.0
BB Diamond,2015,24.0,24.0
BB Nobre,2019,42.5,42.5
BCX,2015,37.0,37.0
BEAM,2019,41.0,41.0
BEATSMASH,2019,42.0,42.0
BEATSMASH,2020,38.0,38.0
BENEE,2019,73.0,73.0
BENNIK,2018,37.0,37.0
BIMONTE,2019,36.0,36.0
BIR,2018,31.0,31.0
BJ The Chicago Kid,2016,64.0,64.0
BJ The Chicago Kid,2017,49.0,49.0
BJ The Chicago Kid,2019,59.0,59.0
BLACHA,2018,55.0,55.0
BLACHA,2019,53.0,53.0
BLACKPINK,2017,2.0,2.0
BLACKPINK,2018,64.33333333333333,64.3
BLACKPINK,2019,79.0,79.0
BLAEKER,2018,3.0,3.0
BLENDER,2019,34.0,34.0
BLO,2010,31.0,31.0
BLR,2019,49.0,49.0
BLVK JVCK,2019,49.0,49.0
BLVK SWVN,2019,39.0,39.0
BOARCROK,2015,10.0,10.0
BOBBY,2016,0.0,0.0
BONES,2014,33.0,33.0
BONES,2015,10.0,10.0
BONES,2017,33.0,33.0
BONES,2018,30.6,30.6
BONES,2019,42.833333333333336,42.8
BONES UK,2018,6.0,6.0
BONIK,2020,34.0,34.0
BONNIE X CLYDE,2017,45.0,45.0
BONNIE X CLYDE,2019,7.0,7.0
BORCREW,2019,57.75,57.8
BRADO,2020,62.0,62.0
BRAN,2020,25.0,25.0
BRKLYN,2018,20.0,20.0
BROCKBEATS,2018,45.0,45.0
BROCKHAMPTON,2017,56.90909090909091,56.9
BROCKHAMPTON,2019,70.0,70.0
BROHUG,2019,41.333333333333336,41.3
BROMYGO,2019,26.0,26.0
BTNG,2017,25.0,25.0
BTS,2015,0.0,0.0
BTS,2016,1.5,1.5
BTS,2017,68.0,68.0
BTS,2018,75.0,75.0
BTS,2019,74.4,74.4
BURNS,2012,0.0,0.0
BURNS,2013,0.0,0.0
BVDGE,2019,39.0,39.0
BVNDIDOS,2019,32.0,32.0
BVNDIT,2019,59.0,59.0
BYNON,2015,24.0,24.0
Baani Sandhu,2019,59.5,59.5
Baauer,2013,62.0,62.0
Baauer,2018,50.0,50.0
Baba Saad,1905,26.0,26.0
Baba Saad,2017,22.0,22.0
Baby Bash,2003,72.0,72.0
Baby Blue,2017,34.0,34.0
Baby Doll,2008,0.0,0.0
Baby K,2019,67.0,67.0
Baby Keem,2019,83.0,83.0
Baby Lores,2011,1.0,1.0
Baby Ranks,2008,13.0,13.0
Baby Rasta,2009,60.0,60.0
Babyface,1986,12.0,12.0
Babyface,1989,39.5,39.5
Babyface,1991,19.0,19.0
Babyface,1992,39.0,39.0
Babyface,1993,26.5,26.5
Babyface,1996,53.5,53.5
Babyface,2003,28.0,28.0
Babyface,2006,0.0,0.0
Babyface,2007,22.0,22.0
Babyshambles,2007,36.0,36.0
Bacanos,2013,0.0,0.0
Bacilos,2001,68.0,68.0
Bacilos,2002,69.0,69.0
Bacilos,2006,62.0,62.0
Bacilos,2019,61.0,61.0
Backstreet Boys,2001,76.0,76.0
Backstreet Boys,2019,59.0,59.0
Backyard Babies,2019,41.0,41.0
Bad Actor,2019,33.0,33.0
Bad Apples,2019,21.0,21.0
Bad Boys The Original Motion Picture Soundtrack,2012,0.0,0.0
Bad Bunny,2016,13.0,13.0
Bad Bunny,2017,43.0,43.0
Bad Bunny,2018,61.42857142857143,61.4
Bad Bunny,2019,85.0,85.0
Bad Company,1905,31.125,31.1
Bad Dreams,2015,5.0,5.0
Bad English,1989,64.0,64.0
Bad Feelings,2016,20.0,20.0
Bad Gyal,2019,70.66666666666667,70.7
Bad Meets Evil,2011,1.3333333333333333,1.3
Bad Seed Rising,2014,23.0,23.0
Bad Suns,2014,62.0,62.0
Bad Suns,2016,52.666666666666664,52.7
Bad Suns,2019,48.0,48.0
Bad Wolves,2018,66.5,66.5
Bad Wolves,2019,65.0,65.0
Badflower,2018,3.0,3.0
Badflower,2019,61.0,61.0
Badpojken,2017,47.0,47.0
Badpojken,2019,41.0,41.0
Badrapper,2019,5.0,5.0
Badshah,2018,37.0,37.0
Badshah,2019,71.0,71.0
Bahamas,2009,63.0,63.0
Bahamas,2013,10.0,10.0
Bahjat,2019,62.0,62.0
Bailey Crego,2019,29.0,29.0
Bailo,2018,0.0,0.0
Bakar,2019,67.0,67.0
Bakermat,2013,54.0,54.0
Bakermat,2016,52.0,52.0
Bakermat,2017,58.5,58.5
Bakermat,2019,76.0,76.0
Balduin,2016,37.0,37.0
Balduin,2019,23.0,23.0
Bali Bandits,2019,46.0,46.0
Ballin Entertainment,2008,0.0,0.0
Balti,2019,46.0,46.0
Baltimora,2010,51.0,51.0
Bamba Lamer,2018,54.0,54.0
Bamboo,1905,51.0,51.0
Banana Club,2020,46.0,46.0
BananaLemon,2018,29.0,29.0
Bananarama,1905,6.0,6.0
Bancali,2018,0.0,0.0
Band Of Skulls,2014,44.0,44.0
Banda Zeta,2007,57.0,57.0
Banes World,2016,56.5,56.5
Banes World,2017,68.0,68.0
Bankrol Hayden,2019,51.0,51.0
Bankrol Hayden,2020,67.0,67.0
Bankroll Mafia,2016,27.5,27.5
Banoffee,2015,33.0,33.0
Bantu,2018,34.0,34.0
Barclay James Harvest,2017,37.0,37.0
Barcode Brothers,2000,46.0,46.0
Bardeux,1905,15.0,15.0
Barenaked Ladies,1998,69.0,69.0
Barney Artist,2016,41.5,41.5
Barney Artist,2018,38.0,38.0
Barns Courtney,2015,4.0,4.0
Barns Courtney,2019,52.0,52.0
Bart B More,2019,36.666666666666664,36.7
Bascur,2014,22.0,22.0
Basic Black,1905,19.0,19.0
Basixx,2018,2.5,2.5
Basixx,2019,54.0,54.0
Bass Modulators,2016,25.0,25.0
Bass Patrol,1905,21.0,21.0
Bassjackers,2014,17.75,17.8
Bassjackers,2015,32.75,32.8
Bassjackers,2016,22.666666666666668,22.7
Bassjackers,2017,1.0,1.0
Bassjackers,2019,43.625,43.6
Basta,1905,31.181818181818183,31.2
Basta,2016,39.5,39.5
Bastian Steven,2019,30.5,30.5
Bastian Steven,2020,8.0,8.0
Bastille,2013,61.0,61.0
Bastille,2014,46.5,46.5
Bastille,2016,50.0,50.0
Bastille,2018,66.0,66.0
Bastille,2019,63.0,63.0
Battle Tapes,2012,44.0,44.0
Bauhaus,1986,41.0,41.0
Baustelle,2017,43.0,43.0
Baxter Dury,2014,16.0,16.0
Bay City Rollers,1993,31.0,31.0
Bayonne,2017,0.0,0.0
Bayza,2019,24.0,24.0
Bazzi,2018,77.0,77.0
Bazzi,2019,45.0,45.0
Be Vis,2018,65.0,65.0
Be Vis,2019,51.333333333333336,51.3
Bea Miller,2018,73.0,73.0
Bea Miller,2019,68.0,68.0
Beach Bunny,2020,52.0,52.0
Beach House,2010,54.0,54.0
Beach House,2015,38.333333333333336,38.3
Beamon,2018,23.0,23.0
Beanie Sigel,2005,51.0,51.0
Bearson,2018,53.0,53.0
Beartooth,2014,64.0,64.0
Beartooth,2018,60.0,60.0
Beastie Boys,1986,46.0,46.0
Beastie Boys,1994,47.5,47.5
Beasts With No Name,2016,28.0,28.0
Beat Dealer,2019,44.0,44.0
Beat Dragons,2019,34.0,34.0
Beatamines,2018,0.0,0.0
Beathunterz,2018,37.0,37.0
Beatriz Luengo,2011,59.0,59.0
Beau Diako,2019,39.5,39.5
Beaumont,2019,44.0,44.0
Beaumont,2020,35.0,35.0
Bebe,1905,59.0,59.0
Bebe Rexha,2016,62.0,62.0
Bebe Rexha,2017,44.5,44.5
Bebe Rexha,2018,62.0,62.0
Bebe Rexha,2019,77.0,77.0
Beck,1994,68.0,68.0
Beck,2002,45.0,45.0
Beck,2017,59.0,59.0
Beckett,2016,37.0,37.0
Becky G,2014,65.0,65.0
Becky G,2015,48.5,48.5
Becky G,2016,59.0,59.0
Becky G,2017,45.5,45.5
Becky G,2018,76.66666666666667,76.7
Becky G,2019,73.75,73.8
Becky Hill,2019,64.0,64.0
Becky Hill,2020,68.0,68.0
Becoming Young,2019,38.0,38.0
Bedoes,2019,66.33333333333333,66.3
Bee Gees,1973,0.0,0.0
Bee Gees,1978,14.0,14.0
Beenie Man,1905,46.0,46.0
Beenie Man,2000,53.0,53.0
Beeskov,2019,31.75,31.8
Before Us All,2019,19.0,19.0
Behind Clouds,2018,59.0,59.0
Behmer,2019,49.0,49.0
Beko,2019,49.0,49.0
Belanova,1905,54.0,54.0
Belanova,2003,56.0,56.0
Belanova,2010,39.0,39.0
Belanova,2014,34.666666666666664,34.7
Belinda Carlisle,2013,70.0,70.0
Bell Biv DeVoe,1990,43.5,43.5
Bell Biv DeVoe,2000,12.0,12.0
Bell Biv DeVoe,2002,28.0,28.0
Bell Biv DeVoe,2014,8.0,8.0
Bella Thorne,2011,40.0,40.0
Bella Thorne,2012,47.0,47.0
Bellecour,2019,38.0,38.0
Belly,2016,48.0,48.0
Belly,2017,37.0,37.0
Beltek,2015,16.0,16.0
Belve,2018,7.0,7.0
Bely Basarte,2017,37.0,37.0
Bembeya Jazz National,1905,5.0,5.0
Bemti,2019,33.0,33.0
Ben Esser,2019,41.0,41.0
Ben Folds Five,1997,56.0,56.0
Ben Harper,1997,25.0,25.0
Ben Harper And The Innocent Criminals,2016,37.0,37.0
Ben Henchman,2019,40.0,40.0
Ben Howard,2011,8.0,8.0
Ben Howard,2014,63.0,63.0
Ben Khan,2014,34.0,34.0
Ben Lee,2006,0.0,0.0
Ben Platt,2019,60.0,60.0
Ben Rainey,2019,29.0,29.0
Ben Remember,2019,32.0,32.0
Ben Yoo Suk,2019,8.0,8.0
Ben Zaidi,2019,32.0,32.0
Benita,2017,29.0,29.0
Benjah,2017,26.0,26.0
Benjamin Booker,2014,40.0,40.0
Benjamin Clementine,2014,43.0,43.0
Benjamin Clementine,2016,48.0,48.0
Benjamin Francis Leftwich,2014,48.0,48.0
Benjamin Hav,2020,48.5,48.5
Benny Benassi,1905,37.0,37.0
Benny Benassi,2013,0.0,0.0
Benny Benassi,2016,29.0,29.0
Benny Benassi,2017,37.0,37.0
Benny Berigan,2009,41.0,41.0
Benny Jamz,2019,60.666666666666664,60.7
Benny Jamz,2020,57.0,57.0
Benny Mardones,1980,51.0,51.0
Beret,2019,70.0,70.0
Bergs,2016,1.0,1.0
Berhana,2016,65.0,65.0
Berlin,1999,70.0,70.0
Berlin,2007,60.0,60.0
Berner,2019,65.0,65.0
Berry Juice,2019,36.0,36.0
Bertholet,2018,49.666666666666664,49.7
Bertie Higgins,2014,46.0,46.0
Besomorph,2019,44.0,44.0
Bespoke Dude,2019,30.0,30.0
Beteo,2019,48.0,48.0
Beth Hart,2015,42.0,42.0
Beto Cuevas,2019,44.0,44.0
Betoko,2018,4.0,4.0
Betta Lemme,2019,39.0,39.0
Betty Moon,2019,21.0,21.0
Betty Who,2017,50.0,50.0
Betty Who,2019,37.0,37.0
Betty Wright,1905,58.0,58.0
Betty Wright,1988,44.5,44.5
Betty Wright,2002,41.0,41.0
Beverlay,2013,39.0,39.0
Beverly,2019,31.0,31.0
Beware Of Darkness,2013,11.0,11.0
Bex,2019,36.0,36.0
Bhad Bhabie,2018,70.0,70.0
Bhavi,2018,19.0,19.0
Bhavi,2019,51.5,51.5
Bia Ferreira,2019,37.0,37.0
Biagio Antonacci,2019,47.0,47.0
Bibio,2019,39.0,39.0
Biboulakis,2014,40.0,40.0
Biff Byford,2019,40.0,40.0
Big Ali,2008,31.0,31.0
Big Audio Dynamite,1987,30.0,30.0
Big Baby Tape,2018,54.0,54.0
Big Big Train,2012,30.0,30.0
Big Big Train,2017,30.0,30.0
Big Boi,1905,1.0,1.0
Big Boi,2008,39.0,39.0
Big Boi,2010,27.0,27.0
Big Boi,2012,23.0,23.0
Big Boy,2006,71.0,71.0
Big Bub,1992,8.666666666666666,8.7
Big Daddy Kane,1905,33.0,33.0
Big Dope P,2013,0.0,0.0
Big Gigantic,2016,59.0,59.0
Big Havi,2019,57.0,57.0
Big Kuntry King,2008,33.0,33.0
Big L,1995,51.4,51.4
Big L,2000,0.0,0.0
Big Matt,2012,45.0,45.0
Big Mike,1905,28.0,28.0
Big Moe,1905,0.0,0.0
Big Moe,1999,31.5,31.5
Big Moe,2002,7.0,7.0
Big Moe featuring Ronnetta Spencer,1905,0.0,0.0
Big Pokey,1999,24.666666666666668,24.7
Big Pokey,2002,12.0,12.0
Big Pun,1999,61.666666666666664,61.7
Big Pun,2009,43.5,43.5
Big Sean,2015,69.33333333333333,69.3
Big Sean,2017,46.333333333333336,46.3
Big Sean,2019,74.0,74.0
Big Soto,2019,58.5,58.5
Big Star,2009,32.0,32.0
Big Steve,2000,10.0,10.0
Big Thief,2019,61.5,61.5
Big Time Rush,2010,59.0,59.0
Big Tymers,2000,48.0,48.0
Big Tymers,2002,46.0,46.0
Big Tymers,2007,1.0,1.0
Big Wild,2017,62.0,62.0
Big Wild,2019,64.0,64.0
Big Yamo,2012,0.0,0.0
Big Yamo,2013,2.0,2.0
Bigenesis,2019,26.0,26.0
Bigg Rich,2015,33.0,33.0
Bigg Robb,2009,26.0,26.0
Bigg Robb,2012,34.0,34.0
Biig Piig,2018,45.0,45.0
Biig Piig,2019,48.0,48.0
Bilal,2001,51.0,51.0
Bilal,2019,37.0,37.0
Bildjan,2019,38.0,38.0
Bileo,2014,42.0,42.0
Bill Callahan,2011,48.0,48.0
Bill Callahan,2019,47.0,47.0
Bill Conti,2006,4.0,4.0
Bill Evans,2012,30.5,30.5
Bill Medley,1987,20.0,20.0
Bill Withers,1971,76.0,76.0
Bill Withers,1972,63.0,63.0
Billie Eilish,2017,77.0,77.0
Billie Eilish,2018,62.0,62.0
Billie Eilish,2019,84.6923076923077,84.7
Billy Bragg,1905,60.0,60.0
Billy Bueffer,2019,60.0,60.0
Billy Idol,1905,23.333333333333332,23.3
Billy Idol,1982,68.0,68.0
Billy Idol,1983,69.0,69.0
Billy Joel,1905,46.57142857142857,46.6
Billy Joel,1973,74.0,74.0
Billy Joel,1978,56.0,56.0
Billy Joel,1980,66.0,66.0
Billy Joel,1983,77.0,77.0
Billy Joel,1989,73.0,73.0
Billy Kenny,2014,41.0,41.0
Billy Marchiafava,2019,54.5,54.5
Billy Preston,1974,2.0,2.0
Billy Raffoul,2019,59.0,59.0
Billy Soul Bonds,2006,32.0,32.0
Billy Squier,1905,31.25,31.2
Billy Squier,2005,55.0,55.0
Billy Talent,2006,65.0,65.0
Billy Talent,2012,51.0,51.0
Billy Talent,2019,56.0,56.0
Bimoud,2018,31.0,31.0
Bingo Players,1905,24.333333333333332,24.3
Bingo Players,2013,24.0,24.0
Bingo Players,2014,0.0,0.0
Binoy,2019,43.5,43.5
Biometrix,2018,47.0,47.0
Bipo Montana,2019,46.333333333333336,46.3
Birdman,2006,45.666666666666664,45.7
Birdman,2008,0.0,0.0
Birdman,2009,56.0,56.0
Birdy,2011,54.0,54.0
Birdy,2014,75.0,75.0
Birdy,2015,66.0,66.0
Birdy,2016,56.0,56.0
Bishop Briggs,2017,60.0,60.0
Bishop Briggs,2019,52.0,52.0
Bisken,2019,46.0,46.0
Bit Funk,2016,29.0,29.0
Bizarrap,2019,60.9,60.9
Bizzey,2018,30.5,30.5
Bizzey,2019,47.5,47.5
Bjonr,2015,2.0,2.0
Blac Youngsta,2019,54.333333333333336,54.3
Black Bonzo,2007,0.0,0.0
Black Box,1990,52.0,52.0
Black Coast,2017,30.0,30.0
Black Josh,2014,40.0,40.0
Black Moon,1905,43.666666666666664,43.7
Black Paisley,2018,34.0,34.0
Black Pistol Fire,2015,56.0,56.0
Black Pumas,2019,58.0,58.0
Black Rebel Motorcycle Club,2001,58.0,58.0
Black Sabbath,1905,2.0,2.0
Black Sabbath,1970,70.0,70.0
Black Sabbath,1971,0.0,0.0
Black Sabbath,1972,0.0,0.0
Black Sabbath,1973,0.0,0.0
Black Sabbath,1976,0.0,0.0
Black Sabbath,1980,1.0,1.0
Black Sabbath,2016,35.0,35.0
Black Star Riders,2019,33.0,33.0
Black Stone Cherry,2006,38.0,38.0
Black Stone Cherry,2011,55.666666666666664,55.7
Black Stone Cherry,2014,49.0,49.0
Black Stone Cherry,2019,41.0,41.0
Black Strobe,2012,0.0,0.0
Black Swan,2020,28.0,28.0
Black Tiger Sex Machine,2015,26.0,26.0
Black Veil Brides,2013,37.0,37.0
Black Veil Brides,2019,60.0,60.0
Black girl,1905,16.0,16.0
BlackRoy,2019,61.0,61.0
Blackalicious,2002,51.0,51.0
Blackcode,2019,29.6,29.6
Blackfield,2004,41.0,41.0
Blackfield,2018,26.0,26.0
Blackfoot,1905,54.0,54.0
Blackfoot,2017,35.0,35.0
Blacklite District,2013,0.0,0.0
Blacklite District,2017,53.0,53.0
Blacklite District,2019,42.0,42.0
Blacknuss,1905,26.0,26.0
Blackstreet,1994,22.166666666666668,22.2
Blackstreet,1996,38.0,38.0
Blackstreet,1999,29.0,29.0
Blackstreet,2009,39.0,39.0
Blacktop Mojo,2017,54.0,54.0
Blacktop Mojo,2019,37.5,37.5
Blahzay Blahzay,1996,46.0,46.0
Blair Woods,2019,27.0,27.0
Blake Anthony,2019,32.0,32.0
Blake Rose,2019,69.0,69.0
BlakkStar,2019,49.0,49.0
Blanca,2015,40.0,40.0
Blanche J,2017,40.0,40.0
Blanco Brown,2019,52.0,52.0
Blanke,2019,43.5,43.5
Blanks,2020,49.0,49.0
Blaque,1905,18.0,18.0
Blaque,1999,41.0,41.0
Blasterjaxx,1905,30.0,30.0
Blasterjaxx,2014,19.2,19.2
Blasterjaxx,2015,22.8,22.8
Blasterjaxx,2016,30.75,30.8
Blasterjaxx,2017,62.0,62.0
Blasterjaxx,2018,41.0,41.0
Blasterjaxx,2019,48.0,48.0
Blaze U,2019,36.0,36.0
Bleachers,2014,65.0,65.0
Bleeke,2017,43.0,43.0
Bleeker,2016,56.0,56.0
Blessid Union Of Souls,1999,50.0,50.0
Bleu Toucan,2016,58.0,58.0
Blevins,2019,34.0,34.0
Blind Ego,2016,31.0,31.0
Blind Melon,1992,73.0,73.0
Blinders,2018,48.0,48.0
Blinders,2019,38.5,38.5
Bloc Party,2005,63.0,63.0
BlocBoy JB,2018,79.0,79.0
Block B,2014,0.0,0.0
Block Scholars,2018,27.0,27.0
Blonde,2014,55.0,55.0
Blonde,2015,43.0,43.0
Blondie,1978,51.5,51.5
Blondie,1981,70.0,70.0
Blondie,1999,69.0,69.0
Blondie,2017,47.0,47.0
Blood Orange,2013,63.0,63.0
Bloodhound Gang,1905,11.0,11.0
Bloodlights,2017,0.0,0.0
Blow Money Fast,2016,23.0,23.0
Blu,2007,33.0,33.0
Blu,2019,34.0,34.0
Blu Cantrell,2001,60.0,60.0
Blue Hawaii,2013,24.0,24.0
Blue Swede,1905,75.0,75.0
Blue Wednesday,2016,34.0,34.0
Blue Wednesday,2018,41.0,41.0
Blue Wednesday,2019,52.0,52.0
Bluedoom,2018,53.0,53.0
Blueface,2018,78.0,78.0
Blueface,2019,56.333333333333336,56.3
Blueprint,2019,37.0,37.0
Blues Image,1905,19.0,19.0
Blues Saraceno,2014,48.5,48.5
Blues Saraceno,2015,49.0,49.0
BluntOne,2018,47.0,47.0
Blur,1997,74.0,74.0
Blur,1998,66.0,66.0
Blur,2000,66.0,66.0
Blur,2015,38.0,38.0
Blutengel,1905,0.0,0.0
Blvck O,2017,14.0,14.0
Blvckross,2017,0.0,0.0
Blvk,2017,56.0,56.0
Bo Saris,2014,1.0,1.0
BoA,2018,36.0,36.0
Boaz,2010,0.0,0.0
Bob Dylan,1963,59.0,59.0
Bob Dylan,1965,71.0,71.0
Bob Dylan,1966,61.0,61.0
Bob Dylan,1973,73.0,73.0
Bob Gordon,2019,44.0,44.0
Bob Moses,2018,54.0,54.0
Bob Moses,2019,2.0,2.0
Bob Mould,1905,36.0,36.0
Bob Seger,1969,15.0,15.0
Bob Seger,1978,44.0,44.0
Bob Sinclar,2007,0.0,0.0
Bob Sinclar,2013,27.0,27.0
Bob Welch,1977,51.0,51.0
Bobbie Gentry,1967,54.0,54.0
Bobby Brown,1988,35.666666666666664,35.7
Bobby Brown,1989,39.0,39.0
Bobby Brown,1992,15.0,15.0
Bobby Brown,1993,8.0,8.0
Bobby Brown,1997,22.0,22.0
Bobby Brown,2005,12.0,12.0
Bobby Brown,2006,16.0,16.0
Bobby Brown,2007,29.0,29.0
Bobby Delante,2007,10.0,10.0
Bobby Delante,2008,0.0,0.0
Bobby Shmurda,2014,74.0,74.0
Boca Paila,2018,26.0,26.0
Boca Paila,2019,38.0,38.0
Bodine,2019,34.0,34.0
Bodybangers,2017,37.0,37.0
Boef,2017,57.0,57.0
Boehm,2016,5.0,5.0
Bogenhausen,2019,34.0,34.0
Boh Doran,2019,30.0,30.0
Bohdi,2017,27.0,27.0
Bohdi,2020,44.0,44.0
Bohemia,2019,64.0,64.0
Bohnes,2015,66.0,66.0
Bokassa,2019,29.0,29.0
Bokki,2018,56.0,56.0
Bolier,2015,27.5,27.5
Bolier,2018,54.0,54.0
Bolier,2019,30.5,30.5
Bombay Bicycle Club,2019,45.0,45.0
Bombs Away,2016,39.0,39.0
Bombs Away,2018,39.0,39.0
Bombs Away,2019,45.0,45.0
Bombus,2019,35.0,35.0
Bon Iver,2011,70.0,70.0
Bon Iver,2016,59.0,59.0
Bon Iver,2019,68.0,68.0
Bon Jovi,1984,69.0,69.0
Bon Jovi,1986,37.666666666666664,37.7
Bon Jovi,1988,67.0,67.0
Bon Jovi,1992,73.0,73.0
Bon Jovi,2000,14.0,14.0
Bon Jovi,2005,2.0,2.0
Bon Jovi,2019,56.0,56.0
Bon Lui,2017,57.0,57.0
BonRen,2020,24.0,24.0
Bondax,2014,18.333333333333332,18.3
Bone Crusher,2003,54.0,54.0
Bonesteel,2019,40.0,40.0
